code,region,name,exchange,type
000586,SZ,汇源通信,SZSE,stock
000589,SZ,贵州轮胎,SZSE,stock
000590,SZ,古汉医药,SZSE,stock
000591,SZ,太阳能,SZSE,stock
000592,SZ,平潭发展,SZSE,stock
000593,SZ,德龙汇能,SZSE,stock
000595,SZ,*ST宝实,SZSE,stock
000596,SZ,古井贡酒,SZSE,stock
000597,SZ,东北制药,SZSE,stock
000598,SZ,兴蓉环境,SZSE,stock
000599,SZ,青岛双星,SZSE,stock
000600,SZ,建投能源,SZSE,stock
000601,SZ,韶能股份,SZSE,stock
000603,SZ,盛达资源,SZSE,stock
000605,SZ,渤海股份,SZSE,stock
000607,SZ,华媒控股,SZSE,stock
000608,SZ,*ST阳光,SZSE,stock
000609,SZ,ST中迪,SZSE,stock
000610,SZ,西安旅游,SZSE,stock
000612,SZ,焦作万方,SZSE,stock
000615,SZ,*ST美谷,SZSE,stock
000617,SZ,中油资本,SZSE,stock
000619,SZ,海螺新材,SZSE,stock
000620,SZ,盈新发展,SZSE,stock
000623,SZ,吉林敖东,SZSE,stock
000625,SZ,长安汽车,SZSE,stock
000626,SZ,远大控股,SZSE,stock
000628,SZ,高新发展,SZSE,stock
000629,SZ,钒钛股份,SZSE,stock
000630,SZ,铜陵有色,SZSE,stock
000631,SZ,顺发恒能,SZSE,stock
000632,SZ,三木集团,SZSE,stock
000633,SZ,合金投资,SZSE,stock
000635,SZ,英力特,SZSE,stock
000636,SZ,风华高科,SZSE,stock
000637,SZ,茂化实华,SZSE,stock
000638,SZ,*ST万方,SZSE,stock
000639,SZ,西王食品,SZSE,stock
000650,SZ,仁和药业,SZSE,stock
000651,SZ,格力电器,SZSE,stock
000652,SZ,泰达股份,SZSE,stock
000655,SZ,金岭矿业,SZSE,stock
000656,SZ,*ST金科,SZSE,stock
000657,SZ,中钨高新,SZSE,stock
000659,SZ,珠海中富,SZSE,stock
000661,SZ,长春高新,SZSE,stock
000663,SZ,永安林业,SZSE,stock
000665,SZ,湖北广电,SZSE,stock
000668,SZ,*ST荣控,SZSE,stock
000669,SZ,ST金鸿,SZSE,stock
000670,SZ,盈方微,SZSE,stock
000672,SZ,上峰水泥,SZSE,stock
000676,SZ,智度股份,SZSE,stock
000677,SZ,恒天海龙,SZSE,stock
000678,SZ,襄阳轴承,SZSE,stock
000679,SZ,大连友谊,SZSE,stock
000680,SZ,山推股份,SZSE,stock
000681,SZ,视觉中国,SZSE,stock
000682,SZ,东方电子,SZSE,stock
000683,SZ,博源化工,SZSE,stock
000685,SZ,中山公用,SZSE,stock
000686,SZ,东北证券,SZSE,stock
000688,SZ,国城矿业,SZSE,stock
000690,SZ,宝新能源,SZSE,stock
000691,SZ,*ST亚太,SZSE,stock
000692,SZ,惠天热电,SZSE,stock
000695,SZ,滨海能源,SZSE,stock
000697,SZ,ST炼石,SZSE,stock
000698,SZ,ST沈化,SZSE,stock
000700,SZ,模塑科技,SZSE,stock
000701,SZ,厦门信达,SZSE,stock
