code,region,name,exchange,type
00458,HK,TRISTATE HOLD,HKEX,stock
00460,HK,SIHUAN PHARM,HKEX,stock
00464,HK,CHINA IN-TECH,HKEX,stock
00465,HK,FUTONG TECH,HKEX,stock
00467,HK,UNITEDENERGY GP,HKEX,stock
00468,HK,GAPACK,HKEX,stock
00470,HK,WUXI LEAD,HKEX,stock
00471,HK,SILKWAVE INC,HKEX,stock
00472,HK,NEW SILKROAD,HKEX,stock
00474,HK,ACESO LIFE SCI,HKEX,stock
00475,HK,CENTRAL DEV H,HKEX,stock
00476,HK,EV DYNAMICS,HKEX,stock
00480,HK,HKR INT'L,HKEX,stock
00482,HK,SANDMARTIN-NEW,HKEX,stock
00483,HK,BAUHAUS INT'L,HKEX,stock
00484,HK,FORGAME,HKEX,stock
00485,HK,CHINASINOSTAR,HKEX,stock
00486,HK,RUSAL,HKEX,stock
00487,HK,SUCCESSUNIVERSE,HKEX,stock
00488,HK,LAI SUN DEV,HKEX,stock
00491,HK,EMPEROR CULTURE,HKEX,stock
00493,HK,GOME RETAIL,HKEX,stock
00495,HK,PALADIN,HKEX,stock
00496,HK,KASEN,HKEX,stock
00497,HK,CSI PROPERTIES,HKEX,stock
00498,HK,BLUE RIVER HLDG,HKEX,stock
00499,HK,QINGDAO HLDGS,HKEX,stock
00500,HK,FRONTIER SER,HKEX,stock
00501,HK,OMNIVISION,HKEX,stock
00505,HK,XINGYE ALLOY,HKEX,stock
00506,HK,CHINA FOODS,HKEX,stock
00508,HK,DINGYI GP INV,HKEX,stock
00509,HK,SUNSHINE,HKEX,stock
00510,HK,CASH FIN SER GP,HKEX,stock
00511,HK,TVB,HKEX,stock
00512,HK,GRAND PHARMA,HKEX,stock
00513,HK,CONTINENTAL H,HKEX,stock
00515,HK,CHINASILVER TEC,HKEX,stock
00517,HK,COSCO SHIP INTL,HKEX,stock
00518,HK,TUNGTEX (HOLD),HKEX,stock
00519,HK,NOVAUTEK,HKEX,stock
00520,HK,XIABUXIABU,HKEX,stock
00521,HK,CWT INT'L,HKEX,stock
00522,HK,ASMPT,HKEX,stock
00524,HK,GW TERROIR,HKEX,stock
00525,HK,GUANGSHEN RAIL,HKEX,stock
00526,HK,LISI GP HOLD,HKEX,stock
00527,HK,RUIFENG RENEW,HKEX,stock
00528,HK,KINGDOM HOLDING,HKEX,stock
00529,HK,SIS INT'L,HKEX,stock
